OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
SWC-BV-001	18	20241024_BRUV 3_L19_GX010062.MP4	71809	20241024_BRUV 3_R20_GX010078.MP4	71659	39.93378	1	32.79443	132.20687	1.62449	1.72023	1153.21472	19.40925	9.58281	13.57894	-295.27656	-244.28682	-1087.67637	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	19	20241024_BRUV 3_L19_GX010062.MP4	71814	20241024_BRUV 3_R20_GX010078.MP4	71664	39.93656	1	32.79721	141.62172	4.92239	0.58523	1818.81556	14.82509	24.58080	6.53656	48.94665	462.79764	-1758.26978	Labridae	Coris	auricularis	37384088	2	AD	Passing			
SWC-BV-001	20	20241024_BRUV 3_L19_GX010062.MP4	71817	20241024_BRUV 3_R20_GX010078.MP4	71667	39.93823	1	32.79888	136.41924	4.18441	3.91954	1553.99588	30.00605	23.98273	17.38987	660.92061	408.81604	-1345.71788	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	21	20241024_BRUV 3_L19_GX010062.MP4	71821	20241024_BRUV 3_R20_GX010078.MP4	71671	39.94046	1	32.80110	149.05894	3.54555	3.09295	1567.58088	31.01619	3.20573	19.11533	685.92368	426.56547	-1343.45094	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	22	20241024_BRUV 3_L19_GX010062.MP4	71822	20241024_BRUV 3_R20_GX010078.MP4	71672	39.94101	1	32.80166	142.04568	3.31364	2.74974	1793.33187	8.26815	14.60388	23.18843	-224.81418	-126.36029	-1774.69176	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	23	20241024_BRUV 3_L19_GX010062.MP4	71825	20241024_BRUV 3_R20_GX010078.MP4	71675	39.94268	1	32.80333	180.61624	3.29652	1.78927	1406.95050	20.15306	22.62265	13.66646	426.85214	229.70800	-1320.81081	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	24	20241024_BRUV 3_L19_GX010062.MP4	71825	20241024_BRUV 3_R20_GX010078.MP4	71675	39.94268	1	32.80333	130.39191	1.35775	1.07683	1182.73469	8.60964	10.61420	36.82999	-100.26021	-145.93567	-1169.40669	Labridae	Coris	auricularis	37384088	2	AD	Passing			
SWC-BV-001	25	20241024_BRUV 3_L19_GX010062.MP4	71825	20241024_BRUV 3_R20_GX010078.MP4	71675	39.94268	1	32.80333	138.50540	1.32891	2.07997	1048.61108	8.67810	13.33028	13.49543	-104.29335	-118.97770	-1036.60620	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	26	20241024_BRUV 3_L19_GX010062.MP4	71837	20241024_BRUV 3_R20_GX010078.MP4	71687	39.94935	1	32.81000	149.07141	3.10507	1.02899	1191.76269	7.99146	35.37050	5.33823	15.55020	164.95405	-1180.18925	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	27	20241024_BRUV 3_L19_GX010062.MP4	71854	20241024_BRUV 3_R20_GX010078.MP4	71704	39.95881	1	32.81945	137.16331	2.79681	2.54335	1869.54993	19.59330	0.74288	22.73397	323.32307	537.13377	-1761.29681	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	28	20241024_BRUV 3_L19_GX010062.MP4	71857	20241024_BRUV 3_R20_GX010078.MP4	71707	39.96048	1	32.82112	136.68337	3.24453	1.92685	1638.20788	20.93575	14.91059	10.73086	361.89587	460.09180	-1530.05620	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	29	20241024_BRUV 3_L19_GX010062.MP4	71873	20241024_BRUV 3_R20_GX010078.MP4	71723	39.96937	1	32.83002	192.48865	1.08785	0.56326	1042.46716	10.37911	9.51061	55.45933	-157.51080	102.29125	-1025.40949	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	30	20241024_BRUV 3_L19_GX010062.MP4	71875	20241024_BRUV 3_R20_GX010078.MP4	71725	39.97049	1	32.83113	155.30924	2.91410	2.64488	1503.39664	17.28887	12.31778	4.84577	406.40507	185.63227	-1435.47101	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	31	20241024_BRUV 3_L19_GX010062.MP4	71893	20241024_BRUV 3_R20_GX010078.MP4	71743	39.98050	1	32.84114	132.25764	10.27143	5.52256	2118.55663	34.54279	58.36775	21.97415	1143.13151	369.17971	-1745.06129	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	32	20241024_BRUV 3_L19_GX010062.MP4	71918	20241024_BRUV 3_R20_GX010078.MP4	71768	39.99440	1	32.85504	134.54235	1.92332	3.29948	1137.03621	10.94266	21.00762	3.09205	57.45129	208.05311	-1116.36222	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	33	20241024_BRUV 3_L19_GX010062.MP4	72175	20241024_BRUV 3_R20_GX010078.MP4	72025	40.13732	1	32.99797	238.80539	2.56060	3.73302	1589.33792	4.04262	13.44591	10.68257	-2.56960	112.01659	-1585.38345	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-001	34	20241024_BRUV 3_L19_GX010062.MP4	82135	20241024_BRUV 3_R20_GX010078.MP4	81985	45.67619	1	38.53683	450.03002	1.96790	0.77574	1071.57131	22.86963	18.81527	1.35336	348.54447	-227.92105	-987.33673	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
SWC-BV-001	35	20241024_BRUV 3_L19_GX010062.MP4	102476	20241024_BRUV 3_R20_GX010078.MP4	102326	56.98804	1	49.84869	390.79833	2.42206	2.26678	1288.07376	14.42605	17.20910	4.37439	-289.10876	-139.25410	-1247.46079	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
SWC-BV-001	36	20241024_BRUV 3_L19_GX010062.MP4	102558	20241024_BRUV 3_R20_GX010078.MP4	102408	57.03364	1	49.89429	468.19019	14.87579	2.57490	2542.66703	22.99427	41.38617	4.19257	-991.75442	-54.75900	-2340.63672	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
SWC-BV-001	37	20241024_BRUV 3_L19_GX010062.MP4	102680	20241024_BRUV 3_R20_GX010078.MP4	102530	57.10149	1	49.96213	20.78326	1.42617	0.17204	1368.96887	6.62683	78.33432	87.21867	-32.78299	154.54338	-1359.82255	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_1	3. Eye Height (EH)
SWC-BV-001	38	20241024_BRUV 3_L19_GX010062.MP4	102680	20241024_BRUV 3_R20_GX010078.MP4	102530	57.10149	1	49.96213	92.24710	1.61672	0.49191	1373.24438	6.04672	9.29927	11.84202	11.74918	144.17889	-1365.60409	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_1	4. Fin attachement Eye to side Fin (EF1)
SWC-BV-001	39	20241024_BRUV 3_L19_GX010062.MP4	102680	20241024_BRUV 3_R20_GX010078.MP4	102530	57.10149	1	49.96213	134.98327	2.52269	0.71418	1385.70494	4.90308	22.35975	33.49078	19.39752	116.83756	-1380.63424	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_1	5. Fin attachement Eye to bottom Fin (EF2)
SWC-BV-001	40	20241024_BRUV 3_L19_GX010062.MP4	102680	20241024_BRUV 3_R20_GX010078.MP4	102530	57.10149	1	49.96213	255.07312	4.26397	0.32351	1436.49074	5.89138	33.52455	11.04324	71.43555	128.98505	-1428.90359	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_1	6. Eye to Back Fin (EBF)
SWC-BV-001	41	20241024_BRUV 3_L19_GX010062.MP4	102680	20241024_BRUV 3_R20_GX010078.MP4	102530	57.10149	1	49.96213	503.81536	3.89149	0.37977	1482.24410	7.81181	25.99284	12.08294	137.48449	147.26389	-1468.48865	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_1	1. Mouth to Fork of the Tail (MFT)
SWC-BV-001	42	20241024_BRUV 3_L19_GX010062.MP4	102680	20241024_BRUV 3_R20_GX010078.MP4	102530	57.10149	1	49.96213	162.43094	2.93465	0.51398	1355.17340	5.89972	58.42712	62.23411	-21.91290	137.56082	-1347.99547	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_1	2. Head Hight (HH)
SWC-BV-001	43	20241024_BRUV 3_L19_GX010062.MP4	102681	20241024_BRUV 3_R20_GX010078.MP4	102531	57.10204	1	49.96269	495.96475	3.70766	3.87271	1485.19182	7.33869	24.53929	13.22607	116.11395	150.02489	-1473.02574	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
SWC-BV-001	44	20241024_BRUV 3_L19_GX010062.MP4	102735	20241024_BRUV 3_R20_GX010078.MP4	102585	57.13208	1	49.99272	117.86630	2.23533	3.82418	1947.93175	14.21156	36.12520	85.45148	437.99246	191.98887	-1888.31697	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_2	2. Head Hight (HH)
SWC-BV-001	45	20241024_BRUV 3_L19_GX010062.MP4	102735	20241024_BRUV 3_R20_GX010078.MP4	102585	57.13208	1	49.99272	76.99557	3.83149	2.93250	1927.02722	13.28637	13.24180	30.33501	400.91651	188.13919	-1875.44755	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_2	4. Fin attachement Eye to side Fin (EF1)
SWC-BV-001	46	20241024_BRUV 3_L19_GX010062.MP4	102735	20241024_BRUV 3_R20_GX010078.MP4	102585	57.13208	1	49.99272	113.89287	6.27509	2.93267	1939.54619	13.08890	47.30042	52.57035	408.30923	161.89707	-1889.15652	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_2	5. Fin attachement Eye to bottom Fin (EF2)
SWC-BV-001	47	20241024_BRUV 3_L19_GX010062.MP4	102735	20241024_BRUV 3_R20_GX010078.MP4	102585	57.13208	1	49.99272	214.24983	3.01332	3.35527	1918.79667	11.29959	7.46240	31.01517	343.47247	152.89926	-1881.60282	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_2	6. Eye to Back Fin (EBF)
SWC-BV-001	48	20241024_BRUV 3_L19_GX010062.MP4	102735	20241024_BRUV 3_R20_GX010078.MP4	102585	57.13208	1	49.99272	431.26231	4.02676	2.60447	1943.87038	9.63745	12.23980	4.61892	286.47928	154.38271	-1916.43618	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_2	1. Mouth to Fork of the Tail (MFT)
SWC-BV-001	49	20241024_BRUV 3_L19_GX010062.MP4	102972	20241024_BRUV 3_R20_GX010078.MP4	102822	57.26387	1	50.12452	20.22155	0.93134	2.77274	864.63283	22.95159	31.79855	76.38309	292.31349	168.02967	-796.18389	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_3	3. Eye Height (EH)
SWC-BV-001	50	20241024_BRUV 3_L19_GX010062.MP4	102972	20241024_BRUV 3_R20_GX010078.MP4	102822	57.26387	1	50.12452	105.13408	0.86049	3.44093	867.97822	22.88900	40.71542	88.11207	303.95574	146.91174	-799.63369	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_3	2. Head Hight (HH)
SWC-BV-001	51	20241024_BRUV 3_L19_GX010062.MP4	102972	20241024_BRUV 3_R20_GX010078.MP4	102822	57.26387	1	50.12452	63.65036	1.45566	2.42992	867.32348	20.88334	32.97534	33.70432	270.07823	150.48192	-810.34743	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_3	4. Fin attachement Eye to side Fin (EF1)
SWC-BV-001	52	20241024_BRUV 3_L19_GX010062.MP4	102972	20241024_BRUV 3_R20_GX010078.MP4	102822	57.26387	1	50.12452	102.59363	1.35039	2.37572	872.23185	20.35274	53.54056	58.62675	276.66663	124.43321	-817.77769	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_3	5. Fin attachement Eye to bottom Fin (EF2)
SWC-BV-001	53	20241024_BRUV 3_L19_GX010062.MP4	102972	20241024_BRUV 3_R20_GX010078.MP4	102822	57.26387	1	50.12452	180.77522	1.89247	2.54076	892.70137	17.40242	44.63994	29.84938	236.78626	123.35315	-851.84036	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_3	6. Eye to Back Fin (EBF)
SWC-BV-001	54	20241024_BRUV 3_L19_GX010062.MP4	102972	20241024_BRUV 3_R20_GX010078.MP4	102822	57.26387	1	50.12452	368.22385	1.59788	2.67979	884.79530	14.45716	27.32295	2.13120	179.27674	129.05122	-856.77789	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing		snapper_3	1. Mouth to Fork of the Tail (MFT)
SWC-BV-001	55	20241024_BRUV 3_L19_GX010062.MP4	103171	20241024_BRUV 3_R20_GX010078.MP4	103021	57.37454	1	50.23519	132.86738	3.42567	3.94978	1308.18620	31.54083	37.93043	7.67166	-630.41624	-266.21292	-1114.92475	Labridae	Ophthalmolepis	lineolatus	37384040	2	AD	Passing			
SWC-BV-001	56	20241024_BRUV 3_L19_GX010062.MP4	103271	20241024_BRUV 3_R20_GX010078.MP4	103121	57.43015	1	50.29080	155.81306	2.14861	1.44801	958.86106	28.42492	39.19014	3.48144	439.32980	123.74364	-843.26234	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
SWC-BV-001	57	20241024_BRUV 3_L19_GX010062.MP4	103387	20241024_BRUV 3_R20_GX010078.MP4	103237	57.49466	1	50.35531	177.13384	9.48732	3.99579	2330.92654	16.26530	26.80140	10.40025	-652.06998	32.07305	-2237.63147	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
SWC-BV-001	58	20241024_BRUV 3_L19_GX010062.MP4	103424	20241024_BRUV 3_R20_GX010078.MP4	103274	57.51524	1	50.37588	155.69293	3.14017	1.53322	1662.19913	26.63147	0.39064	43.06339	-695.14334	-268.18186	-1485.85335	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
SWC-BV-001	59	20241024_BRUV 3_L19_GX010062.MP4	116127	20241024_BRUV 3_R20_GX010078.MP4	115977	64.57952	1	57.44016	643.95121	2.58444	3.03162	1584.11907	8.34869	11.86638	37.56834	-227.51487	33.78300	-1567.33178	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
SWC-BV-002	1	20241025_BRUV 10_L33_GX010073.MP4	15922	20241025_BRUV 10_R34_GX010070.MP4	15695	8.85440	1	2.82727	104.25749	5.59972	0.63942	1442.99219	22.55636	55.77817	1.05204	550.12452	-61.21904	-1332.60711	Labridae		sp1		1	AD	Passing			
SWC-BV-002	3	20241025_BRUV 10_L33_GX010073.MP4	30838	20241025_BRUV 10_R34_GX010070.MP4	30611	17.14935	1	11.12222	76.63952	2.50394	0.55907	1827.73779	12.28692	7.26477	11.90793	227.26751	-315.65227	-1785.87193	Labridae	Suezichthys	bifurcatus	37384160	1	AD	Passing			
SWC-BV-002	5	20241025_BRUV 10_L33_GX010073.MP4	36225	20241025_BRUV 10_R34_GX010070.MP4	35998	20.14513	1	14.11799	490.91979	4.02371	2.76006	1873.16669	27.36502	40.50595	64.18867	805.17282	305.03142	-1663.55222	Monacanthidae	Meuschenia	freycineti	37465036	1	AD	Passing			
SWC-BV-002	7	20241025_BRUV 10_L33_GX010073.MP4	61673	20241025_BRUV 10_R34_GX010070.MP4	61446	34.29704	1	28.26991	239.08557	4.01095	1.00665	1763.81337	27.44487	19.50853	43.75677	647.28003	491.82112	-1565.30449	Labridae	Coris	auricularis	37384088	1	AD	Passing			
SWC-BV-002	8	20241025_BRUV 10_L33_GX010073.MP4	61724	20241025_BRUV 10_R34_GX010070.MP4	61497	34.32540	1	28.29827	222.93339	5.44001	2.95687	1643.79610	14.73267	35.35508	6.58610	262.24037	-325.54792	-1589.75286	Labridae	Coris	auricularis	37384088	1	AD	Passing			
SWC-BV-002	9	20241025_BRUV 10_L33_GX010073.MP4	61731	20241025_BRUV 10_R34_GX010070.MP4	61504	34.32930	1	28.30216	198.81586	17.51471	2.67610	3014.71736	33.16273	43.85742	17.70469	1402.16106	868.04268	-2523.68125	Labridae	Coris	auricularis	37384088	1	AD	Passing			
SWC-BV-002	10	20241025_BRUV 10_L33_GX010073.MP4	61744	20241025_BRUV 10_R34_GX010070.MP4	61517	34.33652	1	28.30939	282.22404	2.18433	1.96182	1411.61560	19.69534	4.23034	9.10913	370.26579	-298.71809	-1329.03323	Labridae	Coris	auricularis	37384088	1	AD	Passing			
SWC-BV-002	11	20241025_BRUV 10_L33_GX010073.MP4	61759	20241025_BRUV 10_R34_GX010070.MP4	61532	34.34487	1	28.31773	197.88082	2.85160	1.56213	1259.34248	17.81210	28.62143	15.10583	336.89397	186.82438	-1198.97564	Labridae	Coris	auricularis	37384088	1	AD	Passing			
SWC-BV-002	13	20241025_BRUV 10_L33_GX010073.MP4	61795	20241025_BRUV 10_R34_GX010070.MP4	61568	34.36489	1	28.33775	255.94668	5.05592	3.01587	2095.52479	15.01435	17.00624	31.00003	-495.37308	222.06297	-2023.98560	Labridae	Coris	auricularis	37384088	1	AD	Passing			
SWC-BV-002	14	20241025_BRUV 10_L33_GX010073.MP4	61837	20241025_BRUV 10_R34_GX010070.MP4	61610	34.38824	1	28.36111	236.24268	9.37599	2.21987	2052.16111	13.59227	40.13763	9.84646	433.53436	211.28702	-1994.68569	Labridae	Coris	auricularis	37384088	1	AD	Passing			
SWC-BV-002	15	20241025_BRUV 10_L33_GX010073.MP4	63182	20241025_BRUV 10_R34_GX010070.MP4	62955	35.13621	1	29.10908	287.62162	7.60241	4.02175	2542.19224	2.92533	18.87341	6.31684	26.09471	-127.08826	-2538.87949	Carangidae	Pseudocaranx	spp		1	AD	Passing			
SWC-BV-002	16	20241025_BRUV 10_L33_GX010073.MP4	63254	20241025_BRUV 10_R34_GX010070.MP4	63027	35.17625	1	29.14912	326.24314	9.35399	1.71323	2527.78137	33.93558	0.92976	12.53284	1294.98170	560.71040	-2097.21360	Carangidae	Pseudocaranx	spp		1	AD	Passing			
SWC-BV-002	17	20241025_BRUV 10_L33_GX010073.MP4	63263	20241025_BRUV 10_R34_GX010070.MP4	63036	35.18126	1	29.15413	281.32249	6.83036	3.08887	1834.88262	34.85952	42.24765	0.87115	-1001.56870	-311.04877	-1505.62380	Carangidae	Pseudocaranx	spp		1	AD	Passing			
SWC-BV-002	18	20241025_BRUV 10_L33_GX010073.MP4	63265	20241025_BRUV 10_R34_GX010070.MP4	63038	35.18237	1	29.15524	318.08542	8.33583	2.35862	2289.02857	27.36189	17.90443	12.11570	1018.43912	263.83526	-2032.93494	Carangidae	Pseudocaranx	spp		1	AD	Passing			
SWC-BV-002	19	20241025_BRUV 10_L33_GX010073.MP4	63279	20241025_BRUV 10_R34_GX010070.MP4	63052	35.19016	1	29.16302	325.44490	4.67982	1.11978	1927.40006	16.20957	14.04118	13.92198	538.03227	2.13781	-1850.78029	Carangidae	Pseudocaranx	spp		1	AD	Passing			
SWC-BV-002	20	20241025_BRUV 10_L33_GX010073.MP4	63289	20241025_BRUV 10_R34_GX010070.MP4	63062	35.19572	1	29.16858	270.10671	3.25161	1.19747	1663.51158	14.82437	16.09398	13.84051	281.44078	319.28712	-1608.14104	Carangidae	Pseudocaranx	spp		1	AD	Passing			
SWC-BV-002	21	20241025_BRUV 10_L33_GX010073.MP4	75548	20241025_BRUV 10_R34_GX010070.MP4	75321	42.01308	1	35.98595	274.79720	3.10917	3.41620	2075.24782	9.83916	7.58658	21.81687	233.88722	-266.56189	-2044.72371	Aulopidae	Latropiscis	purpurissatus	37117001	1	AD	Passing			
SWC-BV-002	22	20241025_BRUV 10_L33_GX010073.MP4	86945	20241025_BRUV 10_R34_GX010070.MP4	86718	48.35108	1	42.32395	181.54691	2.10020	3.38052	2341.06114	14.67563	0.71426	0.61760	10.60065	593.00503	-2264.68539	Aracanidae	Anoplocapros	lenticularis	37466010	1	AD	Passing			
SWC-BV-002	23	20241025_BRUV 10_L33_GX010073.MP4	102740	20241025_BRUV 10_R34_GX010070.MP4	102513	57.13486	1	51.10772	303.04766	2.57236	1.05169	2213.20821	6.41442	4.46195	7.98241	-30.53636	245.36478	-2199.35314	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
SWC-BV-002	24	20241025_BRUV 10_L33_GX010073.MP4	102928	20241025_BRUV 10_R34_GX010070.MP4	102701	57.23940	1	51.21227	705.52292	7.19977	3.97273	2914.23636	13.49332	4.24102	20.61686	615.31111	289.43238	-2833.79511	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
SWC-BV-002	25	20241025_BRUV 10_L33_GX010073.MP4	103249	20241025_BRUV 10_R34_GX010070.MP4	103022	57.41792	1	51.39078	383.09309	4.83074	3.84319	1660.35124	4.21962	28.05390	0.27588	24.22002	-119.74314	-1655.85060	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
SWC-BV-002	26	20241025_BRUV 10_L33_GX010073.MP4	103686	20241025_BRUV 10_R34_GX010070.MP4	103459	57.66094	1	51.63380	374.67139	1.88025	4.49546	1301.78820	13.63191	1.77645	9.05239	300.43386	-62.22354	-1265.11670	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
SWC-BV-002	27	20241025_BRUV 10_L33_GX010073.MP4	103866	20241025_BRUV 10_R34_GX010070.MP4	103639	57.76104	1	51.73390	378.68212	3.97108	6.69435	1614.77344	22.81701	33.96213	44.44135	621.87255	73.42098	-1488.41431	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
SWC-BV-003	1	20241027_BRUV 8_L29_GX010016.MP4	31386	20241027_BRUV 8_R30_GX010062.MP4	31214	17.45410	1	13.07584	38.72818	3.71360	0.91695	1918.25956	9.06118	14.71128	2.76252	164.42237	-253.44137	-1894.32112	Serranidae	Hypoplectrodes	cardinalis	37311101	1	AD	Passing			
SWC-BV-003	2	20241027_BRUV 8_L29_GX010016.MP4	32238	20241027_BRUV 8_R30_GX010062.MP4	32066	17.92791	1	13.54965	54.59754	3.41492	2.42827	2273.22523	9.26473	5.33761	20.96843	-322.82644	-172.40984	-2243.57101	Serranidae	Hypoplectrodes	cardinalis	37311101	1	AD	Passing			
SWC-BV-003	3	20241027_BRUV 8_L29_GX010016.MP4	50151	20241027_BRUV 8_R30_GX010062.MP4	49979	27.88953	1	23.51127	57.62159	4.52384	1.69062	1854.82069	17.48379	14.42457	2.04852	544.77374	-117.27982	-1769.13165	Labridae	Suezichthys	bifurcatus	37384160	1	AD	Passing			
SWC-BV-003	4	20241027_BRUV 8_L29_GX010016.MP4	50736	20241027_BRUV 8_R30_GX010062.MP4	50564	28.21485	1	23.83659	126.15956	3.34056	1.80734	1583.28954	20.42089	12.34850	15.03803	535.21937	-136.82382	-1483.78746	Labridae		sp1		1	AD	Passing			
