OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
SWC-BV-004	34	20241023_BRUV 3_L19_GX020059.MP4	19330	20241023_BRUV 3_R20_GX020075.MP4	19071	50.25576	1	41.22452	1692.13255	823.74372	-5230.58268	23.36855	11.73605	72.49714	8.48646	5558.85433	19.82103	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
SWC-BV-005	0	20241026_BRUV 1_L15_GX013116.MP4	8649	20241026_BRUV 1_R16_GX010073.MP4	8456	4.80980		-1.00000	63.29899	-4.00893	-1065.20708	0.68257	0.65205	2.97717	0.40668	1067.09369	3.40073								Sync		
SWC-BV-005	5	20241026_BRUV 1_L15_GX013116.MP4	17939	20241026_BRUV 1_R16_GX010073.MP4	17746	9.97608	1	2.62707	-1566.74398	304.98484	-2497.50609	9.89264	2.43246	16.20534	0.45164	2963.99041	32.62417	Labridae	Coris	auricularis	37384088	4	AD	Passing			
SWC-BV-005	6	20241026_BRUV 1_L15_GX013116.MP4	18047	20241026_BRUV 1_R16_GX010073.MP4	17854	10.03614	1	2.68713	-1245.71973	342.52066	-2015.05810	6.37565	2.13258	10.59550	2.90315	2393.65770	32.72334	Pomacentridae	Chromis	klunzingeri	37372044	2	AD	Passing			
SWC-BV-005	14	20241026_BRUV 1_L15_GX013116.MP4	33591	20241026_BRUV 1_R16_GX010073.MP4	33398	18.68033	1	11.33132	19.94833	59.93767	-1378.13198	0.85090	0.85963	4.91107	1.81437	1379.57900	2.82878	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-005	41	20241026_BRUV 1_L15_GX013116.MP4	102862	20241026_BRUV 1_R16_GX010073.MP4	102669	57.20270	1	49.85369	-1619.03342	684.69148	-3862.50022	16.15472	7.12629	39.01251	4.92813	4243.69881	24.55501	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
SWC-BV-005	48	20241026_BRUV 1_L15_GX013116.MP4	117940	20241026_BRUV 1_R16_GX010073.MP4	117747	65.58774	1	58.23874	-88.46649	43.11097	-1466.74238	0.95214	0.90099	5.54535	0.75560	1470.04016	3.93721	Heterodontidae	Heterodontus	portusjacksoni	37007001	2	AD	Passing			
SWC-BV-006	0	20241025_BRUV 2_L17_GX010071.MP4	2550	20241025_BRUV 2_R18_GX010071.MP4	2165	1.41808		-1.00000	39.02175	-23.54579	-1030.62526	0.65095	0.63451	2.71780	1.64865	1031.63245	2.50922								sync		
SWC-BV-006	2	20241025_BRUV 2_L17_GX010071.MP4	25230	20241025_BRUV 2_R18_GX010071.MP4	24845	14.03068	1	1.94694	-7.07115	-186.54396	-1325.81879	0.81996	1.01764	4.44039	2.26737	1338.89660	7.97000	Mullidae	Upeneichthys	spp		6	AD	Passing			
SWC-BV-006	17	20241025_BRUV 2_L17_GX010071.MP4	105949	20241025_BRUV 2_R18_GX010071.MP4	105564	58.91942	1	46.83568	-1892.96649	611.23228	-6753.04514	31.95987	11.01691	114.25974	4.74341	7039.92512	16.42685	Unknown	Unknown	Unknown	0	1	AD	Passing			
SWC-BV-007	0	20241028_BRUV 7_L27_GX010073.MP4	1698	20241028_BRUV 7_R28_GX010070.MP4	1462	0.94428		-1.00000																	sync		
SWC-BV-008	0	20241023_BRUV 1_L15_GX013109.MP4	2940	20241023_BRUV 1_R16_GX010066.MP4	2771	1.63497		-1.00000	-9.84822	71.33553	-964.24997	0.60556	0.61466	2.45055	5.04963	966.93523	4.48360								Sync		
SWC-BV-008	13	20241023_BRUV 1_L15_GX013109.MP4	15767	20241023_BRUV 1_R16_GX010066.MP4	15598	8.76820	1	5.39205	60.39486	-2089.75019	-6713.91259	4.19275	36.23148	114.40783	31.23855	7031.87924	17.08150	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-008	17	20241023_BRUV 1_L15_GX013109.MP4	44992	20241023_BRUV 1_R16_GX010066.MP4	44823	25.02055	1	21.64440	59.14359	37.19461	-1618.20375	1.01734	0.98974	6.73586	3.10290	1619.71133	2.59279	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
SWC-BV-008	35	20241023_BRUV 1_L15_GX013109.MP4	53805	20241023_BRUV 1_R16_GX010066.MP4	53636	29.92156	1	26.54541	29.79716	17.28657	-1488.99454	0.91993	0.90496	5.71464	1.28418	1489.39298	1.44491	Labridae	Bodianus	frenchii	37384057	1	AD	Passing			
SWC-BV-009	0	20241029_BRUV 9_L31_GX010090.MP4	1593	20241029_BRUV 9_R32_GX010071.MP4	1440	0.88589		-1.00000	35.55476	-14.30553	-910.23046	0.58121	0.56230	2.15028	1.36980	911.03693	2.37758								Sync		
SWC-BV-010	0	20241027_BRUV 3_L19_GX010072.MP4	2530	20241027_BRUV 3_R20_GX010088.MP4	2015	1.40696		-1.00000	18.10338	72.54954	-917.59875	0.57836	0.58829	2.23098	1.01269	920.64034	4.72963								Sync		
SWC-BV-010	1	20241027_BRUV 3_L19_GX010072.MP4	12281	20241027_BRUV 3_R20_GX010088.MP4	11766	6.82960	1	0.38205	-3322.26056	3.31536	-5551.68780	46.18319	3.34938	78.30947	3.28436	6469.82717	30.89746	Labridae		spp		1	AD	Passing			
SWC-BV-010	5	20241027_BRUV 3_L19_GX010072.MP4	17326	20241027_BRUV 3_R20_GX010088.MP4	16811	9.63518	1	3.18763	78.28874	-15.10155	-1591.55829	1.01890	0.96794	6.53679	1.61829	1593.55419	2.85499	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
SWC-BV-010	9	20241027_BRUV 3_L19_GX010072.MP4	23536	20241027_BRUV 3_R20_GX010088.MP4	23021	13.08863	1	6.64108	-1000.01633	-396.54737	-1384.80000	3.23333	1.53887	4.51832	39.53956	1753.55454	37.81467	Parascylliidae	Parascyllium	variolatum	37013004	1	AD	Passing			
SWC-BV-010	24	20241027_BRUV 3_L19_GX010072.MP4	36585	20241027_BRUV 3_R20_GX010088.MP4	36070	20.34532	1	13.89777	-858.86997	-410.68969	-1759.29466	3.92898	2.16443	8.07400	2.18753	2000.36031	28.38777	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-010	25	20241027_BRUV 3_L19_GX010072.MP4	37870	20241027_BRUV 3_R20_GX010088.MP4	37355	21.05993	1	14.61238	-386.17332	10.60895	-854.96469	0.96278	0.52531	1.92968	2.05157	938.19348	24.31812	Aulopidae	Latropiscis	purpurissatus	37117001	1	AD	Passing			
SWC-BV-010	46	20241027_BRUV 3_L19_GX010072.MP4	46316	20241027_BRUV 3_R20_GX010088.MP4	45801	25.75684	1	19.30929	92.36683	-12.98431	-1476.78714	0.96319	0.89899	5.64828	2.08727	1479.72987	3.60460	Labridae	Siphonognathus	caninis	37385011	1	AD	Passing			
SWC-BV-011	0	20241028_BRUV 3_L19_GX010075.MP4	1385	20241028_BRUV 3_R20_GX010091.MP4	1387	0.77021		-1.00000	55.35161	-12.16503	-967.11504	0.61769	0.59385	2.47277	0.65606	968.77412	3.33875								Sync		
SWC-BV-011	16	20241028_BRUV 3_L19_GX010075.MP4	28677	20241028_BRUV 3_R20_GX010091.MP4	28679	15.94760	1	11.70225	-2764.15358	-609.58241	-6796.39517	48.10465	11.55618	119.16603	11.22522	7362.27703	22.59518	Monacanthidae	Meuschenia	flavolineata	37465035	1	AD	Passing			
SWC-BV-011	17	20241028_BRUV 3_L19_GX010075.MP4	28677	20241028_BRUV 3_R20_GX010091.MP4	28679	15.94760	1	11.70225	29.90683	45.21090	-1461.19751	0.90264	0.90171	5.51763	0.72595	1462.20266	2.18591	Monacanthidae	Meuschenia	flavolineata	37465035	1	AD	Passing			
SWC-BV-011	19	20241028_BRUV 3_L19_GX010075.MP4	37280	20241028_BRUV 3_R20_GX010091.MP4	37282	20.73182	1	16.48647	-2.25325	49.52403	-1554.27806	0.95199	0.96084	6.22361	0.26093	1555.06848	1.89990	Unknown	Unknown	Unknown	0	3	AD	Passing			
SWC-BV-011	68	20241028_BRUV 3_L19_GX010075.MP4	84637	20241028_BRUV 3_R20_GX010091.MP4	84639	47.06758	1	42.82222	312.82208	-235.04777	-1479.58579	1.46385	1.28911	5.79093	1.12054	1530.45066	14.76935	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
SWC-BV-011	70	20241028_BRUV 3_L19_GX010075.MP4	88185	20241028_BRUV 3_R20_GX010091.MP4	88187	49.04066	1	44.79531	5709.35233	526.29382	-9118.13864	141.35246	14.01694	227.73970	54.72952	10770.98609	32.16879	Triakidae	Furgaleus	macki	37017003	1	AD	Passing			
SWC-BV-011	94	20241028_BRUV 3_L19_GX010075.MP4	110981	20241028_BRUV 3_R20_GX010091.MP4	110983	61.71777	1	57.47242	-528.78799	4.84168	-8052.61664	11.67948	4.82971	163.28531	23.81482	8069.96127	3.75856	Mysidae	Haplostylus	tenuicaudus	28086015	1	AD	Passing			
SWC-BV-012	0	20241025_BRUV 3_L19_GX010064.MP4	2148	20241025_BRUV 3_R20_GX010080.MP4	1741	1.19453		-1.00000	42.89903	-15.21825	-878.24010	0.55999	0.54116	2.05197	1.44363	879.41890	2.94330								sync		
SWC-BV-012	1	20241025_BRUV 3_L19_GX010064.MP4	67138	20241025_BRUV 3_R20_GX010080.MP4	66731	37.33619	1	22.13600	-625.23907	-225.59428	-4270.58374	7.14066	3.57577	46.24550	5.69994	4322.00210	8.82225	Sepiidae	Sepia	apama	23607001	1	AD	Passing			
SWC-BV-012	2	20241025_BRUV 3_L19_GX010064.MP4	80005	20241025_BRUV 3_R20_GX010080.MP4	79598	44.49167	1	29.29148	-2904.50442	674.17462	-5151.59463	37.73177	9.28610	67.90090	1.79672	5952.27558	30.07867	Monacanthidae	Eubalichthys	bucephalus	37465039	1	AD	Passing			
SWC-BV-012	7	20241025_BRUV 3_L19_GX010064.MP4	94500	20241025_BRUV 3_R20_GX010080.MP4	94093	52.55250	1	37.35232	900.75127	19.22341	-5762.47762	13.60222	3.48640	85.07074	9.73921	5832.48409	8.88804	Unknown	Unknown	Unknown	0	1	AD	Passing			
SWC-BV-012	15	20241025_BRUV 3_L19_GX010064.MP4	126534	20241025_BRUV 3_R20_GX010080.MP4	126127	70.36696	1	55.16678	-28.89642	42.64274	-1463.17601	0.90413	0.90044	5.52380	1.29512	1464.08245	2.07718	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
SWC-BV-013	0	20241026_BRUV 7_L27_GX010065.MP4	1614	20241026_BRUV 7_R28_GX010062.MP4	1386	0.89756		-1.00000	-58.50662	6.47407	-1046.62073	0.67144	0.64264	2.91218	1.86469	1048.27472	3.26332								sync		
SWC-BV-013	4	20241026_BRUV 7_L27_GX010065.MP4	33211	20241026_BRUV 7_R28_GX010062.MP4	32983	18.46901	1	14.31486	121.74310	-731.30687	-1908.68510	1.30164	3.82025	9.46988	0.41940	2047.61079	20.94285	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-013	31	20241026_BRUV 7_L27_GX010065.MP4	91238	20241026_BRUV 7_R28_GX010062.MP4	91010	50.73847	1	46.58432	4447.55848	-778.32288	-8464.17139	94.51600	18.31715	182.38699	14.40015	9593.16217	28.02898	Unknown	Unknown	Unknown	0	1	AD	Passing			
SWC-BV-013	33	20241026_BRUV 7_L27_GX010065.MP4	96507	20241026_BRUV 7_R28_GX010062.MP4	96279	53.66862	1	49.51447	1844.62592	-413.08949	-5327.63973	25.01450	6.80581	73.07831	8.83151	5653.05518	19.47429	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
SWC-BV-014	0	20241027_BRUV 4_L21_GX010074.MP4	2018	20241027_BRUV 4_R22_GX010079.MP4	1967	1.12223		-1.00000	11.37515	-24.96659	-776.07272	0.49365	0.48326	1.82097	0.58438	776.55752	1.79367								Sync		
SWC-BV-014	2	20241027_BRUV 4_L21_GX010074.MP4	19761	20241027_BRUV 4_R22_GX010079.MP4	19710	10.98931	1	2.74441	-5.39870	-160.68593	-1578.74732	0.96501	1.22240	7.24196	0.80518	1586.91279	5.55765	Unknown	Unknown	Unknown	0	2	AD	Passing			
SWC-BV-014	3	20241027_BRUV 4_L21_GX010074.MP4	21679	20241027_BRUV 4_R22_GX010079.MP4	21628	12.05593	1	3.81103	-1947.38724	464.44317	-3014.80709	16.47595	4.30749	26.47331	3.44486	3618.98968	33.64697	Serranidae	Caesioperca	sp1		1	AD	Passing			
SWC-BV-014	7	20241027_BRUV 4_L21_GX010074.MP4	33393	20241027_BRUV 4_R22_GX010079.MP4	33342	18.57022	1	10.32531	1.33782	-155.20341	-1509.93171	0.92412	1.15458	6.63485	3.33314	1517.88789	5.61161	Labridae	Suezichthys	bifurcatus	37384160	1	AD	Passing			
SWC-BV-014	31	20241027_BRUV 4_L21_GX010074.MP4	112300	20241027_BRUV 4_R22_GX010079.MP4	112249	62.45128	1	54.20637	-3653.81964	-839.08543	-6057.72788	62.77580	15.48894	106.07549	0.24985	7123.94058	31.69529	Aulopidae	Latropiscis	purpurissatus	37117001	1	AD	Passing			
SWC-BV-015	0	20241027_BRUV 8_L29_GX010017.MP4	3290	20241027_BRUV 8_R30_GX010063.MP4	2998	1.82961		-1.00000	26.88400	-0.71161	-1087.23485	0.68162	0.66639	2.99515	2.27809	1087.56741	1.46745								sync		
SWC-BV-015	1	20241027_BRUV 8_L29_GX010017.MP4	12569	20241027_BRUV 8_R30_GX010063.MP4	12277	6.98976	1	0.32032	1340.85783	-53.91758	-2682.63597	9.28384	1.73457	18.78057	6.78871	2999.55707	26.56188	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
SWC-BV-015	14	20241027_BRUV 8_L29_GX010017.MP4	54141	20241027_BRUV 8_R30_GX010063.MP4	53849	30.10841	1	23.43897	673.22867	-285.19976	-1121.35385	1.98426	1.10527	3.26135	0.89919	1338.65986	32.94302	Urolophidae	Urolophus	circularis	37038020	1	AD	Passing			
SWC-BV-015	15	20241027_BRUV 8_L29_GX010017.MP4	55768	20241027_BRUV 8_R30_GX010063.MP4	55476	31.01320	1	24.34376	-871.60890	-0.20593	-1250.08782	2.85121	0.78642	4.18835	0.92494	1523.94937	34.88780	Serranidae	Caesioperca	sp1		1	AD	Passing			
SWC-BV-015	18	20241027_BRUV 8_L29_GX010017.MP4	77111	20241027_BRUV 8_R30_GX010063.MP4	76819	42.88228	1	36.21284	1627.12895	-102.49738	-2207.55233	9.03194	1.52458	12.48483	1.56582	2744.32899	36.42278	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
SWC-BV-015	19	20241027_BRUV 8_L29_GX010017.MP4	77839	20241027_BRUV 8_R30_GX010063.MP4	77547	43.28713	1	36.61769	354.52686	535.05283	-4647.62988	4.87773	6.36741	53.11346	6.50343	4691.74108	8.21718	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
SWC-BV-015	20	20241027_BRUV 8_L29_GX010017.MP4	77939	20241027_BRUV 8_R30_GX010063.MP4	77647	43.34274	1	36.67330	4145.85819	693.72766	-7012.34771	74.82698	12.48152	127.75982	12.32283	8175.72129	31.01224	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
SWC-BV-015	50	20241027_BRUV 8_L29_GX010017.MP4	99692	20241027_BRUV 8_R30_GX010063.MP4	99400	55.43983	1	48.77039	487.54004	-338.36231	-1145.32400	1.53308	1.25173	3.42217	0.97170	1289.94240	27.15299	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-015	51	20241027_BRUV 8_L29_GX010017.MP4	115188	20241027_BRUV 8_R30_GX010063.MP4	114896	64.05733	1	57.38789	23.87540	-196.39197	-893.19993	0.56811	0.71534	2.05202	0.53779	914.84751	12.07119	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
SWC-BV-015	52	20241027_BRUV 8_L29_GX010017.MP4	115188	20241027_BRUV 8_R30_GX010063.MP4	114896	64.05733	1	57.38789	1402.71928	220.83727	-3231.15612	11.62119	2.57998	26.98423	7.58600	3529.41360	23.79295	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
SWC-BV-017	0	20241023_BRUV 1_L15_GX013108.MP4	4378	20241023_BRUV 1_R16_GX010065.MP4	3088	2.43465		-1.00000	-51.60520	-25.97444	-958.10251	0.61172	0.59148	2.41709	0.70328	959.84279	3.35978								Sync		
SWC-BV-017	10	20241023_BRUV 1_L15_GX013108.MP4	13931	20241023_BRUV 1_R16_GX010065.MP4	12641	7.74718	1	3.28161	698.79727	79.01324	-1349.40318	2.59835	0.88586	5.05956	1.61681	1521.66017	27.55142	Serranidae	Epinephelides	armatus	37311100	1	AD	Passing			
SWC-BV-017	15	20241023_BRUV 1_L15_GX013108.MP4	38803	20241023_BRUV 1_R16_GX010065.MP4	37513	21.57878	1	17.11321	21.83221	12.42751	-442.48272	0.30385	0.28299	0.56492	2.47348	443.19527	3.36069	Unknown	Unknown	Unknown	0	1	AD	Passing			
SWC-BV-017	26	20241023_BRUV 1_L15_GX023108.MP4	10581	20241023_BRUV 1_R16_GX020065.MP4	9291	45.39035	1	40.92477	-1452.41361	112.01145	-2633.80834	9.86657	1.75423	18.27593	1.06173	3009.81698	28.96365	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
SWC-BV-017	27	20241023_BRUV 1_L15_GX023108.MP4	41020	20241023_BRUV 1_R16_GX020065.MP4	39730	62.31781	1	57.85224	-90.26102	-102.31738	-1218.97263	0.79792	0.81366	3.86113	4.61501	1226.58476	6.22732	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-018	0	20241026_BRUV 4_L21_GX010072.MP4	2647	20241026_BRUV 4_R22_GX010077.MP4	2499	1.47203		-1.00000	18.47552	-71.10624	-1015.06498	0.63440	0.65965	3.05443	4.07499	1017.72018	3.89114								sync		
SWC-BV-018	3	20241026_BRUV 4_L21_GX010072.MP4	44549	20241026_BRUV 4_R22_GX010077.MP4	44401	24.77419	1	14.78922	124.36650	-184.44692	-1363.19558	0.95720	1.12045	5.45694	0.10632	1381.22768	9.05609	Aracanidae	Anoplocapros	lenticularis	37466010	1	AD	Passing			
SWC-BV-018	7	20241026_BRUV 4_L21_GX010072.MP4	55484	20241026_BRUV 4_R22_GX010077.MP4	55336	30.85527	1	20.87029	51.95218	-399.40927	-1373.18913	0.87140	1.82140	5.54810	4.25360	1431.03989	16.09192	Muraenidae	Gymnothorax	woodwardi	37060054	1	AD	Passing			
SWC-BV-019	0	20241028_BRUV 6_L95_GX010072.MP4	2439	20241028_BRUV 6_R96_GX010069.MP4	2294	1.35635		-1.00000	-18.31510	-9.41179	-891.70095	0.56655	0.55074	2.06015	0.24572	891.93868	1.50077								sync		
SWC-BV-019	14	20241028_BRUV 6_L95_GX010072.MP4	45429	20241028_BRUV 6_R96_GX010069.MP4	45284	25.26357	1	11.33855	-750.21774	-185.95948	-1034.01604	2.09985	0.83710	2.97075	2.01269	1290.96738	36.85776	Labridae	Pictilabrus	laticlavius	37384020	1	AD	Passing			
SWC-BV-019	16	20241028_BRUV 6_L95_GX010072.MP4	45580	20241028_BRUV 6_R96_GX010069.MP4	45435	25.34754	1	11.42252	-397.15633	-270.66308	-1184.07985	1.37166	1.10896	3.76994	2.74768	1277.90326	22.27783	Labridae	Pictilabrus	laticlavius	37384020	1	AD	Passing			
SWC-BV-019	24	20241028_BRUV 6_L95_GX010072.MP4	65490	20241028_BRUV 6_R96_GX010069.MP4	65345	36.41972	1	22.49469	-14.23068	-104.69460	-980.01487	0.61821	0.65061	2.47267	0.30234	985.69398	6.47753	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
SWC-BV-019	64	20241028_BRUV 6_L95_GX010072.MP4	105166	20241028_BRUV 6_R96_GX010069.MP4	105021	58.48398	1	44.55896	-94.78521	-53.18212	-1319.76537	0.86767	0.82190	4.42765	2.73704	1324.23307	4.87613	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
SWC-BV-019	68	20241028_BRUV 6_L95_GX010072.MP4	123398	20241028_BRUV 6_R96_GX010069.MP4	123253	68.62300	1	54.69798	-563.21141	-148.15456	-775.22097	1.20880	0.58625	1.65645	0.12642	969.60014	36.99943	Scyliorhinidae	Aulohalaelurus	labiosus	37015029	1	AD	Passing			
SWC-BV-020	0	20241023_BRUV 9_L31_GX010073.MP4	6868	20241023_BRUV 9_R32_GX010054.MP4	6753	3.81937		-1.00000	-32.73979	69.53084	-1018.46448	0.64460	0.64951	2.67077	1.01573	1021.36004	4.40035								Sync		
SWC-BV-020	1	20241023_BRUV 9_L31_GX010073.MP4	32248	20241023_BRUV 9_R32_GX010054.MP4	32133	17.93347	1	10.84361	-1188.85002	477.86855	-3471.26774	10.52040	4.68059	30.87271	2.78369	3700.19222	20.29500	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
SWC-BV-020	2	20241023_BRUV 9_L31_GX010073.MP4	34928	20241023_BRUV 9_R32_GX010054.MP4	34813	19.42385	1	12.33399	124.57635	-230.50150	-1299.24578	0.89168	1.09866	4.30723	3.17721	1325.40176	11.31923	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-020	3	20241023_BRUV 9_L31_GX010073.MP4	34928	20241023_BRUV 9_R32_GX010054.MP4	34813	19.42385	1	12.33399	-1516.87509	172.57895	-3387.17286	13.14218	2.53490	29.78834	2.63636	3715.32415	24.27273	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
SWC-BV-020	10	20241023_BRUV 9_L31_GX010073.MP4	47263	20241023_BRUV 9_R32_GX010054.MP4	47148	26.28348	1	19.19362	276.36097	-267.74152	-1783.78219	1.61078	1.62568	8.05859	1.02427	1824.81227	12.10794	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
